,stem,score
3234,opfindelse,0.666666666666667
3235,opfinder,0.666666666666667
3236,opfindsom,2.66666666666667
3237,opfindsomhed,2.0
3238,opfordre,0.666666666666667
3239,opfordring,0.333333333333333
3240,opfylde,1.33333333333333
3241,opfyldelse,1.66666666666667
3242,opføre,0.333333333333333
3243,opgive,-2.0
3244,opgivende,-3.33333333333333
3245,opgradere,2.0
3246,opgør,-1.0
3247,opgøre,0.333333333333333
3248,opgørelse,-0.333333333333333
3249,ophidse,-2.33333333333333
3250,ophold,0.333333333333333
3251,opholdstilladelse,0.333333333333333
3252,ophæve,-0.666666666666667
3253,ophævelse,-0.666666666666667
3254,ophøje,1.33333333333333
3255,ophør,-1.0
3256,ophøre,-0.666666666666667
3257,opjustere,2.33333333333333
3258,opklare,1.33333333333333
3259,opklaring,1.0
3260,opkræve,-1.33333333333333
3261,opkøbe,-0.333333333333333
3262,opleve,0.666666666666667
3263,oplevelse,0.666666666666667
3264,oplyse,1.33333333333333
3265,oplysning,1.0
3266,opløfte,1.33333333333333
3267,opløse,-0.666666666666667
3268,opløsning,-0.666666666666667
3269,opmuntre,2.66666666666667
3270,opmærksomhed,0.666666666666667
3271,opnå,2.0
3272,oppe,0.666666666666667
3273,opposition,-1.0
3274,oppositionsparti,-0.666666666666667
3275,opretholde,0.666666666666667
3276,oprette,0.333333333333333
3277,oprettelse,0.333333333333333
3278,oprigtig,2.0
3279,oprindelig,0.333333333333333
3280,oprydning,-0.666666666666667
3281,oprykker,0.666666666666667
3282,oprykning,2.0
3283,oprør,-0.666666666666667
3284,oprøre,-2.0
3285,oprører,-0.666666666666667
3286,oprørsgruppe,-1.66666666666667
3287,opsat,0.333333333333333
3288,opsige,-1.0
3289,opsigelse,-2.0
3290,opsigtsvækkende,-0.333333333333333
3291,opsluge,-0.333333333333333
3292,opsparing,0.666666666666667
3293,opstand,-0.666666666666667
3294,opstandelse,-1.33333333333333
3295,opstille,0.333333333333333
3296,opstå,0.333333333333333
3297,opsving,2.33333333333333
3298,optage,0.333333333333333
3299,optagelse,0.333333333333333
3300,optaget,-1.33333333333333
3301,optakt,0.333333333333333
3302,optimal,2.0
3303,optimere,2.0
3304,optimisme,3.66666666666667
3305,optimist,3.33333333333333
3306,optimistisk,4.0
3307,optrappe,-1.0
3308,optrin,-0.666666666666667
3309,optræde,0.333333333333333
3310,optræden,0.333333333333333
3311,optur,2.33333333333333
3312,optøjer,-1.33333333333333
3313,opvarme,1.0
3314,opvarmning,0.333333333333333
3315,opveje,1.66666666666667
3316,opvokse,0.333333333333333
3317,opvækst,0.333333333333333
3318,orden,1.0
3319,ordentlig,2.0
3320,ordinær,0.333333333333333
3321,ordne,1.0
3322,ordning,0.333333333333333
3323,ordre,-0.666666666666667
3324,organ,0.333333333333333
3325,organisation,0.333333333333333
3326,organisatorisk,0.666666666666667
3327,organisere,0.333333333333333
3328,organisering,0.666666666666667
3329,organisk,0.666666666666667
3330,orientere,0.333333333333333
3331,orientering,0.666666666666667
3332,original,1.66666666666667
3333,orkan,-1.33333333333333
3334,orke,-1.33333333333333
3335,Oscar,1.33333333333333
3336,outsider,-0.666666666666667
3337,overalt,0.333333333333333
3338,overarbejde,-1.33333333333333
3339,overbevise,1.33333333333333
3340,overbevisning,0.666666666666667
3341,overblik,0.333333333333333
3342,overbygning,0.333333333333333
3343,overdrage,0.333333333333333
3344,overdreven,-1.66666666666667
3345,overdrive,-1.66666666666667
3346,overdrivelse,-1.33333333333333
3347,overdøve,0.333333333333333
3348,overdådig,2.33333333333333
3349,overenskomst,-0.666666666666667
3350,overensstemmelse,1.0
3351,overfald,-3.66666666666667
3352,overfalde,-3.0
3353,overfladisk,-2.66666666666667
3354,overflod,1.0
3355,overflødig,-1.66666666666667
3356,overforbrug,-1.66666666666667
3357,overfylde,-0.333333333333333
3358,overføre,0.333333333333333
3359,overførselsindkomst,-0.666666666666667
3360,overgive,-1.66666666666667
3361,overgreb,-4.0
3362,overgå,0.666666666666667
3363,overhale,0.666666666666667
3364,overholde,0.333333333333333
3365,overhoved,1.0
3366,overhængende,-0.666666666666667
3367,overkommelig,2.33333333333333
3368,overlade,-0.333333333333333
3369,overlegen,1.66666666666667
3370,overleve,1.66666666666667
3371,overlevelse,0.666666666666667
3372,overlæge,0.333333333333333
3373,overordentlig,0.333333333333333
3374,overordne,0.333333333333333
3375,overordnet,0.666666666666667
3376,overraske,1.0
3377,overraskelse,1.33333333333333
3378,overraskende,1.33333333333333
3379,overrive,-1.33333333333333
3380,overrumple,-1.33333333333333
3381,overrække,0.333333333333333
3382,overse,-1.0
3383,overskride,-2.0
3384,overskridelse,-2.33333333333333
3385,overskrift,0.333333333333333
3386,overskud,2.33333333333333
3387,overskue,0.333333333333333
3388,overskuelig,2.33333333333333
3389,overskydende,0.666666666666667
3390,overskygge,-1.66666666666667
3391,overstige,-0.333333333333333
3392,overstå,0.333333333333333
3393,oversvømme,-1.66666666666667
3394,oversvømmelse,-0.666666666666667
3395,overtage,0.333333333333333
3396,overtagelse,0.333333333333333
3397,overtale,0.333333333333333
3398,overtid,-0.666666666666667
3399,overtræde,-2.33333333333333
3400,overtrædelse,-2.0
3401,overvejelse,-0.333333333333333
3402,overvinde,2.0
3403,overvurdere,-1.33333333333333
3404,overvægt,-1.33333333333333
3405,overvægtig,-2.66666666666667
3406,overvælde,1.66666666666667
3407,overvældende,1.0
3408,overvære,0.333333333333333
3409,overvåge,-1.66666666666667
3410,overvågning,-1.0
3411,pagt,0.666666666666667
3412,pakke,0.333333333333333
3413,palads,2.33333333333333
3414,palme,1.33333333333333
3415,palæstinenser,-0.666666666666667
3416,palæstinensisk,-0.666666666666667
3417,pandekage,0.666666666666667
3418,panik,-3.0
3419,parade,0.666666666666667
3420,paradis,4.66666666666667
3421,paradoks,-1.0
3422,parat,0.333333333333333
3423,parforhold,0.333333333333333
3424,park,0.666666666666667
3425,parlament,0.333333333333333
3426,parlamentarisk,0.333333333333333
3427,parodi,-0.666666666666667
3428,parre,0.333333333333333
3429,parti,0.333333333333333
3430,partifælle,0.333333333333333
3431,partnerskab,0.666666666666667
3432,party,1.0
3433,pas,-0.333333333333333
3434,passe,0.5
3435,passende,0.333333333333333
3436,passere,-0.333333333333333
3437,passion,1.66666666666667
3438,passioneret,3.66666666666667
3439,passiv,-1.33333333333333
3440,patetisk,-2.66666666666667
3441,patient,-0.666666666666667
3442,pause,-0.333333333333333
3443,peber,-0.333333333333333
3444,pegefinger,-0.666666666666667
3445,penge,2.33333333333333
3446,pensionere,-0.333333333333333
3447,pensionering,-0.666666666666667
3448,pensionist,-0.333333333333333
3449,perfekt,4.66666666666667
3450,performance,0.666666666666667
3451,perle,1.33333333333333
3452,permanent,0.333333333333333
3453,person,0.333333333333333
3454,personlig,0.666666666666667
3455,personlighed,0.333333333333333
3456,perspektiv,0.333333333333333
3457,pessimistisk,-4.0
3458,pest,-2.66666666666667
3459,pesticid,-1.33333333333333
3460,pige,0.333333333333333
3461,pille,-0.333333333333333
3462,pink,0.666666666666667
3463,pinlig,-2.66666666666667
3464,pirat,-2.0
3465,pisk,-2.33333333333333
3466,piske,-2.66666666666667
3467,pistol,-2.33333333333333
3468,pjat,-3.0
3469,plads,0.666666666666667
3470,plage,-2.33333333333333
3471,plan,0.666666666666667
3472,planlagde,0.666666666666667
3473,planlagt,0.166666666666667
3474,planlægge,0.333333333333333
3475,planlægning,0.333333333333333
3476,plante,0.5
3477,pleje,1.16666666666667
3478,plejecenter,-0.333333333333333
3479,pligt,-0.666666666666667
3480,pludselig,-0.166666666666667
3481,plus,1.16666666666667
3482,plyndre,-3.0
3483,poesi,0.666666666666667
3484,poetisk,2.0
3485,point,1.0
3486,pointe,0.333333333333333
3487,pointere,-0.333333333333333
3488,pokalfinale,0.666666666666667
3489,pokalturnering,0.333333333333333
3490,pokker,-3.0
3491,politi,-1.33333333333333
3492,politianmeldelse,-1.33333333333333
3493,politibetjent,-0.333333333333333
3494,politifolk,-1.0
3495,politik,-0.333333333333333
3496,politiker,-0.333333333333333
3497,politisk,-0.333333333333333
3498,politistation,-0.666666666666667
3499,polsk,-0.333333333333333
3500,pop,0.666666666666667
3501,poppe,-0.666666666666667
3502,popstjerne,2.0
3503,popularitet,1.0
3504,populistisk,-2.33333333333333
3505,populær,3.0
3506,porno,-0.666666666666667
3507,portræt,0.333333333333333
3508,portrættere,0.333333333333333
3509,positiv,4.66666666666667
3510,post,0.333333333333333
3511,pot,-0.333333333333333
3512,potential,0.666666666666667
3513,potentiale,1.66666666666667
3514,potentiel,0.333333333333333
3515,power,1.0
3516,pragmatisk,1.0
3517,pragtfuld,4.0
3518,praktisere,0.333333333333333
3519,praktisk,0.333333333333333
3520,prale,-1.66666666666667
3521,prange,0.666666666666667
3522,premiere,0.666666666666667
3523,premierminister,0.333333333333333
3524,pres,-1.33333333333333
3525,presse,-0.666666666666667
3526,prestige,2.33333333333333
3527,prestigefyldt,3.0
3528,prikke,-0.666666666666667
3529,primitiv,-2.0
3530,primær,0.666666666666667
3531,principiel,0.333333333333333
3532,prins,1.0
3533,prinsesse,1.66666666666667
3534,prioritere,0.333333333333333
3535,prioritering,0.333333333333333
3536,prioritet,0.666666666666667
3537,pris,0.666666666666667
3538,prisbelønne,2.66666666666667
3539,prise,1.33333333333333
3540,prisfald,-0.666666666666667
3541,prisstigning,-0.333333333333333
3542,privat,-0.333333333333333
3543,privathospital,0.666666666666667
3544,privatliv,0.333333333333333
3545,privilegere,1.0
3546,privilegium,1.66666666666667
3547,pro,2.33333333333333
3548,problem,-4.0
3549,problematik,-2.33333333333333
3550,problematisk,-3.66666666666667
3551,problemstilling,-0.333333333333333
3552,procentpoint,0.333333333333333
3553,proces,0.333333333333333
3554,producere,0.333333333333333
3555,produkt,0.333333333333333
3556,produktiv,3.33333333333333
3557,produktivitet,1.33333333333333
3558,produktudvikling,0.666666666666667
3559,professionalisme,1.33333333333333
3560,professionel,1.33333333333333
3561,professor,0.333333333333333
3562,profilere,0.666666666666667
3563,profit,1.66666666666667
3564,progressiv,2.33333333333333
3565,projekt,0.666666666666667
3566,projektleder,0.333333333333333
3567,proklamere,-1.33333333333333
3568,prominent,1.33333333333333
3569,promovere,2.0
3570,prompte,-0.666666666666667
3571,propaganda,-2.0
3572,proppe,-1.66666666666667
3573,prostituere,-2.0
3574,prostitution,-2.33333333333333
3575,protest,-2.66666666666667
3576,protestere,-2.33333333333333
3577,provenu,1.0
3578,provins,-0.333333333333333
3579,provinsby,-0.666666666666667
3580,provokation,-3.0
3581,provokere,-3.33333333333333
3582,pryde,2.0
3583,præcis,1.33333333333333
3584,præcisere,0.666666666666667
3585,præcision,0.333333333333333
3586,præg,0.333333333333333
3587,præge,0.333333333333333
3588,præget,0.666666666666667
3589,prægtig,3.66666666666667
3590,præmie,2.66666666666667
3591,præmiere,2.0
3592,præsentation,0.333333333333333
3593,præsident,0.333333333333333
3594,præst,0.333333333333333
3595,præstation,0.333333333333333
3596,præstere,0.666666666666667
3597,prøvelse,-0.666666666666667
3598,psyke,0.333333333333333
3599,psykiatri,-0.333333333333333
3600,psykiatrisk,-0.333333333333333
3601,psykisk,-0.666666666666667
3602,psykolog,-0.333333333333333
3603,psykologisk,0.333333333333333
3604,publicere,0.333333333333333
3605,publikum,0.333333333333333
3606,pudse,0.666666666666667
3607,pudsig,1.0
3608,puls,0.666666666666667
3609,pumpe,-0.166666666666667
3610,punktere,-2.33333333333333
3611,punktum,-0.333333333333333
3612,pust,0.333333333333333
3613,putte,0.333333333333333
3614,pynt,1.33333333333333
3615,pynte,1.33333333333333
3616,pædagogisk,0.333333333333333
3617,pædofil,-3.0
3618,pæn,3.66666666666667
3619,påbegynde,0.333333333333333
3620,påbud,-1.33333333333333
3621,pådrage,-1.33333333333333
3622,påføre,-0.666666666666667
3623,pågribe,-0.333333333333333
3624,pågældende,-0.333333333333333
3625,påkøre,-0.666666666666667
3626,pålidelig,2.66666666666667
3627,pårørende,-0.666666666666667
3628,påstand,-0.333333333333333
3629,påstå,-0.333333333333333
3630,påtrængende,-3.0
3631,påvirke,0.333333333333333
3632,påvirkning,-0.333333333333333
3633,påvise,0.333333333333333
3634,rabat,1.33333333333333
3635,race,-0.333333333333333
3636,racisme,-4.33333333333333
3637,racist,-5.0
3638,racistisk,-4.66666666666667
3639,radikal,-0.666666666666667
3640,radikalisering,-3.66666666666667
3641,radio,0.333333333333333
3642,radioaktiv,-2.0
3643,raffineret,1.66666666666667
3644,rage,-1.33333333333333
3645,ramadan,0.333333333333333
3646,ramme,0.166666666666667
3647,rampelys,0.666666666666667
3648,rand,-0.333333333333333
3649,rangere,0.333333333333333
3650,ransage,-1.33333333333333
3651,ransagning,-2.0
3652,rapper,0.666666666666667
3653,rapport,0.333333333333333
3654,rar,3.66666666666667
3655,rase,-2.0
3656,rasende,-4.33333333333333
3657,raseri,-3.66666666666667
3658,rask,2.33333333333333
3659,rasle,-0.666666666666667
3660,rastløs,-2.0
3661,rationel,1.0
3662,razzia,-0.666666666666667
3663,reagere,0.333333333333333
3664,reaktionær,-0.666666666666667
3665,real,0.666666666666667
3666,realisere,0.333333333333333
3667,realisme,0.666666666666667
3668,realistisk,1.0
3669,realitet,0.333333333333333
3670,reality,-0.666666666666667
3671,realkreditinstitut,-1.0
3672,rebel,-0.666666666666667
3673,recession,-2.33333333333333
3674,red,0.333333333333333
3675,redde,2.33333333333333
3676,rede,0.666666666666667
3677,redegøre,0.333333333333333
3678,redigere,0.333333333333333
3679,redning,0.666666666666667
3680,redskab,0.333333333333333
3681,reducere,-1.0
3682,reduktion,-1.33333333333333
3683,reel,1.66666666666667
3684,refleksion,0.666666666666667
3685,reflektere,0.666666666666667
3686,reformere,0.666666666666667
3687,regel,-0.333333333333333
3688,regelmæssig,0.333333333333333
3689,regere,0.333333333333333
3690,regering,0.333333333333333
3691,regime,-0.666666666666667
3692,registrering,0.333333333333333
3693,regne,-0.333333333333333
3694,regning,-1.0
3695,regnvejr,-1.0
3696,regulær,0.333333333333333
3697,rejse,1.16666666666667
3698,rejsemål,0.333333333333333
3699,reklame,-0.333333333333333
3700,reklamere,-0.666666666666667
3701,rekonstruktion,-0.333333333333333
3702,rekord,0.666666666666667
3703,rekordstor,1.0
3704,rekreativ,-0.666666666666667
3705,rekruttere,0.333333333333333
3706,rekruttering,0.666666666666667
3707,relatere,0.333333333333333
3708,relation,0.666666666666667
3709,relativ,0.333333333333333
3710,relevans,0.333333333333333
3711,relevant,0.666666666666667
3712,religion,0.333333333333333
3713,religiøs,-0.333333333333333
3714,ren,1.66666666666667
3715,rende,-0.666666666666667
3716,rendyrket,0.666666666666667
3717,rengøring,-0.333333333333333
3718,renovere,0.333333333333333
3719,renovering,-0.333333333333333
3720,rense,1.0
3721,rentabel,0.666666666666667
3722,rente,-0.666666666666667
3723,rentestigning,-1.0
3724,renæssance,0.666666666666667
3725,reparation,0.333333333333333
3726,reparere,1.0
3727,repertoire,0.333333333333333
3728,repræsentant,0.333333333333333
3729,repræsentativ,1.0
3730,repræsentere,0.333333333333333
3731,republikaner,-0.666666666666667
3732,republikansk,-0.333333333333333
3733,reserve,-0.333333333333333
3734,resolution,1.0
3735,respekt,2.33333333333333
3736,respektere,2.0
3737,ressource,1.0
3738,restaurere,0.666666666666667
3739,restaurering,1.33333333333333
3740,restere,-0.333333333333333
3741,restriktion,-2.33333333333333
3742,restriktiv,-1.33333333333333
3743,resultat,1.66666666666667
3744,resultere,0.333333333333333
3745,ret,1.11111111111111
3746,retfærdig,3.33333333333333
3747,retfærdiggøre,2.0
3748,retfærdighed,2.0
3749,retlig,0.666666666666667
3750,retsforfølge,-1.66666666666667
3751,retssag,-0.333333333333333
3752,rette,0.666666666666667
3753,rettelse,-0.333333333333333
3754,rettidig,1.0
3755,rettighed,0.666666666666667
3756,revidere,-0.333333333333333
3757,revision,-0.333333333333333
3758,revne,-1.66666666666667
3759,revolution,0.333333333333333
3760,revolutionere,2.0
3761,revolutionær,1.0
3762,revy,0.666666666666667
3763,ridder,0.333333333333333
3764,ride,0.333333333333333
3765,ridse,-1.0
3766,rift,-0.333333333333333
3767,rig,2.66666666666667
3768,rigdom,3.0
3769,rige,1.33333333333333
3770,rigelig,0.666666666666667
3771,rigshospital,-0.333333333333333
3772,rigtig,2.33333333333333
3773,rimelig,1.66666666666667
3774,rimelighed,1.0
3775,rinde,-0.333333333333333
3776,ringe,-1.66666666666667
3777,ris,-0.666666666666667
3778,risikabel,-2.0
3779,risikere,-1.66666666666667
3780,risiko,-3.0
3781,riste,-0.666666666666667
3782,ritual,0.333333333333333
3783,rival,-1.0
3784,rivende,-0.333333333333333
3785,ro,1.5
3786,robot,0.333333333333333
3787,robust,1.33333333333333
3788,rocker,-2.0
3789,rod,-0.666666666666667
3790,rode,-1.33333333333333
3791,rodet,-1.66666666666667
3792,rolig,2.0
3793,rollemodel,1.0
3794,roman,0.333333333333333
3795,romantik,2.0
3796,romantisk,3.0
3797,ros,3.33333333333333
3798,rosa,0.333333333333333
3799,rose,1.83333333333333
3800,rotte,-2.0
3801,rovdyr,-0.666666666666667
3802,royal,1.0
3803,ru,-0.666666666666667
3804,ruin,-2.0
3805,rummelig,1.33333333333333
3806,runge,-0.333333333333333
3807,rus,2.66666666666667
3808,ruske,-0.333333333333333
3809,russer,-0.666666666666667
3810,russisk,-0.333333333333333
3811,rust,-0.666666666666667
3812,ruste,-0.333333333333333
3813,rusten,-2.0
3814,rustik,0.666666666666667
3815,rutine,0.333333333333333
3816,rutinemæssig,0.333333333333333
3817,rutineret,2.0
3818,rydde,-0.333333333333333
3819,ryge,-2.33333333333333
3820,ryger,-0.333333333333333
3821,rygning,-0.333333333333333
3822,rygte,-0.333333333333333
3823,rykke,-0.666666666666667
3824,rynke,-1.33333333333333
3825,ryste,-0.666666666666667
3826,rystelse,-1.33333333333333
3827,rystende,-3.33333333333333
3828,rytme,0.333333333333333
3829,rytmisk,0.333333333333333
3830,rædsel,-4.0
3831,rædselsfuld,-4.66666666666667
3832,ræv,-1.0
3833,røbe,-1.33333333333333
3834,rød,-0.333333333333333
3835,rødvin,0.333333333333333
3836,røg,-1.33333333333333
3837,rømme,-0.666666666666667
3838,røre,0.333333333333333
3839,rørende,2.66666666666667
3840,røv,-3.66666666666667
3841,røve,-1.33333333333333
3842,røver,-2.66666666666667
3843,røveri,-3.33333333333333
3844,rå,-0.333333333333333
3845,råb,-1.66666666666667
3846,råbe,-1.33333333333333
3847,råd,0.333333333333333
3848,rådden,-3.66666666666667
3849,råde,0.333333333333333
3850,rådgive,0.333333333333333
3851,rådgiver,0.333333333333333
3852,rådgivning,0.666666666666667
3853,rådighed,0.333333333333333
3854,saftig,1.33333333333333
3855,sagesløs,-1.33333333333333
3856,saglig,1.0
3857,sagsanlæg,-1.33333333333333
3858,sagsbehandler,-0.333333333333333
3859,sagsøge,-2.0
3860,sagtens,0.666666666666667
3861,salg,0.666666666666667
3862,salig,2.0
3863,salme,0.333333333333333
3864,salmonella,-2.33333333333333
3865,salt,-0.333333333333333
3866,samarbejde,2.0
3867,samarbejdsaftale,1.0
3868,samarbejdspartner,0.333333333333333
3869,samfund,0.666666666666667
3870,samleje,1.0
3871,samler,0.666666666666667
3872,samlet,0.333333333333333
3873,samliv,0.333333333333333
3874,sammen,2.0
3875,sammenbrud,-2.33333333333333
3876,sammenfatte,0.333333333333333
3877,sammenhold,2.66666666666667
3878,sammenholde,1.0
3879,sammenhæng,0.666666666666667
3880,sammenhængende,0.666666666666667
3881,sammenhængskraft,0.666666666666667
3882,sammenlagt,0.333333333333333
3883,sammenlignelig,0.333333333333333
3884,sammenlægning,0.333333333333333
3885,sammenstød,-2.0
3886,sammensætning,0.333333333333333
3887,sammensætte,0.333333333333333
3888,samråd,0.333333333333333
3889,samspil,0.333333333333333
3890,samstemmende,1.33333333333333
3891,samtid,0.333333333333333
3892,samtidskunst,1.0
3893,samtlige,0.666666666666667
3894,samtykke,0.666666666666667
3895,samvirke,0.666666666666667
3896,samvær,1.33333333333333
3897,SAND,-0.5
3898,sande,0.666666666666667
3899,sandelig,0.333333333333333
3900,sandhed,2.33333333333333
3901,sandsynlig,0.333333333333333
3902,sandsynlighed,0.333333333333333
3903,sandsynligvis,0.333333333333333
3904,sang,0.333333333333333
3905,sanger,0.333333333333333
3906,sanktion,-1.33333333333333
3907,sans,0.333333333333333
3908,sanse,0.666666666666667
3909,sanselig,0.666666666666667
3910,sart,-1.66666666666667
3911,satan,-5.0
3912,satellit,0.333333333333333
3913,satire,0.333333333333333
3914,satse,0.333333333333333
3915,satsning,0.333333333333333
3916,savn,-2.66666666666667
3917,savne,-2.0
3918,scene,0.333333333333333
3919,score,1.16666666666667
3920,scoring,2.33333333333333
3921,sej,3.66666666666667
3922,sejle,0.333333333333333
3923,sejler,0.333333333333333
3924,sejr,3.0
3925,sejre,2.33333333333333
3926,sejrherre,1.66666666666667
3927,seksualitet,0.666666666666667
3928,seksuel,1.0
3929,sekulær,0.666666666666667
3930,selskab,0.666666666666667
3931,selvangivelse,-0.333333333333333
3932,selvbevidst,-0.333333333333333
3933,selveste,1.0
3934,selvforståelse,0.666666666666667
3935,selvfølgelig,1.0
3936,selvmord,-5.0
3937,selvmål,-3.33333333333333
3938,selvsamme,0.333333333333333
3939,selvsikker,1.66666666666667
3940,selvstyre,-0.333333333333333
3941,selvstændig,1.66666666666667
3942,selvstændighed,2.33333333333333
3943,selvtillid,1.33333333333333
3944,selvværd,-0.333333333333333
3945,sen,-1.0
3946,sende,0.666666666666667
3947,senior,-0.333333333333333
3948,seniorforsker,0.666666666666667
3949,sensation,3.0
3950,sensationel,2.66666666666667
3951,sent,-1.0
3952,sentimental,1.33333333333333
3953,september,0.333333333333333
3954,seriøs,0.333333333333333
3955,servering,0.333333333333333
3956,service,0.666666666666667
3957,servicere,1.33333333333333
3958,serviceydelse,0.666666666666667
3959,seværdighed,1.0
3960,sex,2.0
3961,sexet,3.0
3962,sexliv,0.666666666666667
3963,sgu,-2.0
3964,show,0.333333333333333
3965,sidestille,0.333333333333333
3966,sidst,-1.33333333333333
3967,sidste,-0.666666666666667
3968,signere,1.0
3969,signifikant,0.666666666666667
3970,sigte,-0.666666666666667
3971,sigtelse,-0.666666666666667
3972,sikker,1.66666666666667
3973,sikkerhed,1.0
3974,sikkerhedsnet,-0.666666666666667
3975,sikkerhedsstyrke,0.333333333333333
3976,sikkerhedstjeneste,1.0
3977,sikre,1.0
3978,simpel,1.0
3979,sind,0.333333333333333
3980,sindslidende,-3.33333333333333
3981,sindssyg,-2.0
3982,single,0.333333333333333
3983,sirlig,2.33333333333333
3984,sitre,-0.333333333333333
3985,sive,-1.33333333333333
3986,sjov,3.16666666666667
3987,sjæl,1.0
3988,sjælden,0.333333333333333
3989,sjældenhed,1.66666666666667
3990,skabe,1.66666666666667
3991,skabelse,0.333333333333333
3992,skade,-2.5
3993,skadelig,-3.0
3994,skadestue,-1.66666666666667
3995,skaffe,0.333333333333333
3996,skak,1.0
3997,skaldet,-0.666666666666667
3998,skam,-3.33333333333333
3999,skamme,-3.0
4000,skamskyde,-2.33333333333333
4001,skandale,-2.0
4002,skandaløs,-4.0
4003,skandinavisk,0.666666666666667
4004,skare,0.333333333333333
4005,skarp,1.66666666666667
4006,skarphed,1.33333333333333
4007,skat,-0.333333333333333
4008,skatte,0.666666666666667
4009,skattefri,1.0
4010,skattelettelse,-0.333333333333333
4011,skattely,-1.66666666666667
4012,skattemyndighed,-0.666666666666667
4013,skattepligtig,-0.333333333333333
4014,skattereform,-0.333333333333333
4015,skattesag,-1.33333333333333
4016,skattestop,-0.666666666666667
4017,skattesystem,-0.666666666666667
4018,skattetryk,-1.0
4019,skattevæsen,-0.666666666666667
4020,ske,0.166666666666667
4021,skel,0.333333333333333
4022,skelet,-0.333333333333333
4023,skelsættende,1.66666666666667
4024,skepsis,-1.66666666666667
4025,skeptiker,-2.33333333333333
4026,skeptisk,-3.0
4027,skid,-3.33333333333333
4028,skide,-3.33333333333333
4029,skidt,-3.33333333333333
4030,skiferie,0.666666666666667
4031,skifte,0.166666666666667
4032,skikkelse,0.333333333333333
4033,skildre,0.333333333333333
4034,skildring,0.333333333333333
4035,skille,-1.0
4036,skilsmisse,-1.66666666666667
4037,skilt,-1.0
4038,skind,0.333333333333333
4039,skinger,-2.33333333333333
4040,skinne,0.333333333333333
4041,skjul,-0.666666666666667
4042,skjule,-1.0
4043,skjult,-1.0
4044,skole,0.666666666666667
4045,skov,0.666666666666667
4046,skrabe,-0.666666666666667
4047,skrald,-2.66666666666667
4048,skraldespand,-2.66666666666667
4049,skramme,-1.33333333333333
4050,skrante,-1.66666666666667
4051,skrap,-2.33333333333333
4052,skred,-0.666666666666667
4053,skride,-1.66666666666667
4054,skridte,-0.666666666666667
4055,skriftlig,0.333333333333333
4056,skrig,-2.0
4057,skrige,-2.33333333333333
4058,skrigende,-2.33333333333333
4059,skrotte,-2.66666666666667
4060,skrumpe,-2.0
4061,skræddersy,0.333333333333333
4062,skræk,-3.0
4063,skrækkelig,-4.33333333333333
4064,skrælle,-0.666666666666667
4065,skræmme,-2.0
4066,skrænt,-0.666666666666667
4067,skrøbelig,-2.33333333333333
4068,skrå,-0.333333333333333
4069,skub,-0.333333333333333
4070,skubbe,-0.666666666666667
4071,skud,-1.33333333333333
4072,skuespilhus,0.666666666666667
4073,skuespiller,0.333333333333333
4074,skuespillerinde,0.333333333333333
4075,skuffe,-2.16666666666667
4076,skuffelse,-3.66666666666667
4077,skumme,0.666666666666667
4078,skummel,-3.0
4079,skurk,-2.66666666666667
4080,sky,-0.333333333333333
4081,skyde,-1.66666666666667
4082,skyderi,-3.66666666666667
4083,skydevåben,-1.33333333333333
4084,skygge,-1.5
4085,skyld,-2.0
4086,skylde,-1.66666666666667
4087,skyldig,-2.0
4088,skylle,-0.666666666666667
4089,skynde,-0.333333333333333
4090,skæbne,-0.666666666666667
4091,skæbnesvanger,-1.0
4092,skæg,1.16666666666667
4093,skælde,-3.0
4094,skæmme,-2.0
4095,skænde,-2.0
4096,skænderi,-3.0
4097,skænke,0.666666666666667
4098,skær,0.333333333333333
4099,skære,-1.0
4100,skærme,-0.333333333333333
4101,skærpe,-1.66666666666667
4102,skæv,-2.0
4103,skød,-1.0
4104,skøn,2.83333333333333
4105,skønhed,3.0
4106,skønne,2.33333333333333
4107,skør,-2.0
4108,skål,1.33333333333333
4109,skåne,0.333333333333333
4110,skår,-1.66666666666667
4111,sladder,-1.66666666666667
4112,slag,-2.0
4113,slagkraftig,2.33333333333333
4114,slagmark,-1.0
4115,slagsmål,-3.0
4116,slagte,-1.66666666666667
4117,slange,-1.66666666666667
4118,slank,1.33333333333333
4119,slap,-2.66666666666667
4120,slappe,-0.333333333333333
4121,slave,-3.33333333333333
4122,slaveri,-4.33333333333333
4123,slem,-3.33333333333333
4124,slet,-1.33333333333333
4125,slette,-1.66666666666667
4126,slid,-1.33333333333333
4127,slide,-0.666666666666667
4128,slidt,-1.66666666666667
4129,slik,0.666666666666667
4130,slip,-0.666666666666667
4131,slippe,-0.166666666666667
4132,slot,1.66666666666667
4133,sludder,-1.0
4134,sluge,-0.333333333333333
4135,slukke,-1.66666666666667
4136,slut,-1.0
4137,slutfase,-0.666666666666667
4138,slutning,-0.333333333333333
4139,slutte,-1.0
4140,slynge,-0.333333333333333
4141,slæbe,-0.333333333333333
4142,slægtning,0.333333333333333
4143,slække,-0.666666666666667
4144,sløj,-3.0
4145,sløjfe,-0.666666666666667
4146,slør,-0.333333333333333
4147,sløre,-1.0
4148,sløv,-2.66666666666667
4149,slå,-1.66666666666667
4150,smadre,-1.33333333333333
4151,smag,0.333333333333333
4152,smage,0.333333333333333
4153,smal,-0.333333333333333
